Date,Average temperature F ,HDD,CDD,Precipitation (Inches),Average daily MLP price,Humidity,Wind Speed (mph)
27-Aug-15,63.5,16.5,0,0,23.1,73,8
28-Aug-15,64,16,0,0,22.1,76.5,6
29-Aug-15,66.5,13.5,0,0.74,22,90.5,6.5
30-Aug-15,69.5,10.5,0,0,23.2,80,4.5
31-Aug-15,72.5,7.5,0,0,30.9,77.5,6.5
1-Sep-15,78,2,0,0,31.6,78,8
2-Sep-15,81,0,1,0,28.4,68.5,11
3-Sep-15,81,0,1,0,33.8,68.5,10.5
4-Sep-15,76.5,3.5,0,0,31.7,75.5,7
5-Sep-15,78,2,0,0,33.7,74,8
6-Sep-15,81,0,1,0,30.9,62.5,12.5
7-Sep-15,82,0,2,0,42.2,63.5,7
8-Sep-15,74.5,5.5,0,1.04,34.4,81,16.5
9-Sep-15,67.5,12.5,0,0,27.7,64.5,7
10-Sep-15,64,16,0,0.21,24.6,73,11
11-Sep-15,60.5,19.5,0,0.17,24.6,75,12
12-Sep-15,57.5,22.5,0,0,22.1,61.5,12.5
13-Sep-15,59,21,0,0,19.7,65,10.5
14-Sep-15,67,13,0,0,32,57,14.5
15-Sep-15,72,8,0,0,32.5,50.5,14
16-Sep-15,69.5,10.5,0,0,31.2,59.5,10.5
17-Sep-15,73,7,0,0.36,29.2,70.5,18.5
18-Sep-15,69.5,10.5,0,2.41,32.7,92,15.5
19-Sep-15,62,18,0,0.05,29.3,65,14
20-Sep-15,61.5,18.5,0,0,25.5,66,7
21-Sep-15,63,17,0,0,28.4,69,7
22-Sep-15,66.5,13.5,0,0,24.2,67.5,5
23-Sep-15,68.5,11.5,0,0,22.3,60.5,7
24-Sep-15,66,14,0,0,22.4,71.5,6
25-Sep-15,66.5,13.5,0,0,22.7,83,11.5
26-Sep-15,67.5,12.5,0,0,24.7,71.5,7.5
27-Sep-15,67.5,12.5,0,0,28.4,78,8.5
28-Sep-15,70.5,9.5,0,0,39.8,78.5,6
29-Sep-15,61.5,18.5,0,0.4,34.1,82.5,14.5
30-Sep-15,56.5,23.5,0,0,22,60.5,17
1-Oct-15,55.5,24.5,0,0,19.9,60.5,19
2-Oct-15,55.5,24.5,0,0,16.9,60,19.5
3-Oct-15,51,29,0,0.01,15.5,76,17.5
4-Oct-15,53.5,26.5,0,0,21.1,84.5,12.5
5-Oct-15,57.5,22.5,0,0,33.7,88.5,7
6-Oct-15,63,17,0,0,31,74.5,6
7-Oct-15,62.5,17.5,0,0,26.4,75,7.5
8-Oct-15,63.5,16.5,0,0.05,28.9,68,10.5
9-Oct-15,55.5,24.5,0,0,22.9,77.5,10
10-Oct-15,53.5,26.5,0,0,22.7,70,7.5
11-Oct-15,65,15,0,0,13.5,58,15.5
12-Oct-15,64,16,0,0,21.5,52.5,19.5
13-Oct-15,55,25,0,0,24.2,64,11.5
14-Oct-15,52.5,27.5,0,0,34.9,61,11
15-Oct-15,57.5,22.5,0,0,24.8,45.5,19.5
16-Oct-15,46,34,0,0,24,52.5,14.5
17-Oct-15,43,37,0,0,29.2,49,12.5
18-Oct-15,46.5,33.5,0,0,28.7,51.5,6
19-Oct-15,60,20,0,0,20.4,37.5,18.5
20-Oct-15,65.5,14.5,0,0.11,30.5,57.5,10
21-Oct-15,63.5,16.5,0,0.01,51.4,69.5,14
22-Oct-15,56.5,23.5,0,0,28.1,66.5,8.5
23-Oct-15,58,22,0,0.16,26.5,74.5,13
24-Oct-15,56,24,0,0.3,20.5,85.5,15.5
25-Oct-15,51.5,28.5,0,0,23.8,61.5,6.5
26-Oct-15,49,31,0,0,27,67,7
27-Oct-15,53,27,0,0.49,25.3,77.5,15.5
28-Oct-15,46.5,33.5,0,0.33,24.6,82,18.5
29-Oct-15,41.5,38.5,0,0,23.3,73.5,16.5
30-Oct-15,46,34,0,0,27.1,75.5,7.5
31-Oct-15,48.5,31.5,0,0.77,23.3,85.5,14
1-Nov-15,53.5,26.5,0,0,18.5,64.5,12.5
2-Nov-15,59.5,20.5,0,0,27,62,13
3-Nov-15,57,23,0,0,39.1,78.5,8.5
4-Nov-15,59.5,20.5,0,0,31.1,83,11
5-Nov-15,64.5,15.5,0,0,31.3,77,19.5
6-Nov-15,53,27,0,0.16,24.5,76.5,17.5
7-Nov-15,44,36,0,0,24.1,64.5,13
8-Nov-15,40,40,0,0,29.1,66.5,6.5
9-Nov-15,42.5,37.5,0,0,30.9,61,5
10-Nov-15,44,36,0,0,28.8,63.5,5
11-Nov-15,49.5,30.5,0,0.42,23.4,68,20.5
12-Nov-15,49,31,0,0,21.9,76.5,25
13-Nov-15,39.5,40.5,0,0,21.3,56.5,18
14-Nov-15,41,39,0,0,24.3,61.5,10.5
15-Nov-15,54,26,0,0,21.9,46.5,13
16-Nov-15,50,30,0,0.12,23,66.5,14.5
17-Nov-15,54,26,0,0.63,19.3,82.5,18
18-Nov-15,54.5,25.5,0,0.2,30,71.5,25
19-Nov-15,41,39,0,0,24.6,59.5,21.5
20-Nov-15,35.5,44.5,0,0.28,23.9,62.5,8.5
21-Nov-15,25.5,54.5,0,1.16,22.8,87,17
22-Nov-15,17,63,0,0,21.4,77,9
23-Nov-15,31,49,0,0,42.4,77.5,9
24-Nov-15,31,49,0,0,27.1,81,7
25-Nov-15,40.5,39.5,0,0,21,75,16.5
26-Nov-15,54,26,0,0.42,12.5,80.5,18
27-Nov-15,45,35,0,0.84,15.5,87.5,16
28-Nov-15,34,46,0,0,18.6,74.5,11.5
29-Nov-15,33,47,0,0,22.4,70,7
30-Nov-15,41,39,0,0.26,24.2,74,13.5
1-Dec-15,40,40,0,0.18,32.7,80,13
2-Dec-15,34.5,45.5,0,0.21,34.6,84.5,8.5
3-Dec-15,32.5,47.5,0,0,37.1,85.5,12
4-Dec-15,39.5,40.5,0,0,41.3,80,11
5-Dec-15,37.5,42.5,0,0,29.8,79,9
6-Dec-15,37,43,0,0,26.9,80,6
7-Dec-15,33,47,0,0,26.8,92.5,9
8-Dec-15,42.5,37.5,0,0,21.4,84,12.5
9-Dec-15,46,34,0,0,23.1,81.5,10
10-Dec-15,49,31,0,0,18.5,66.5,21.5
11-Dec-15,46,34,0,0,20,68,10.5
12-Dec-15,52,28,0,0,21.5,90,5
13-Dec-15,54.5,25.5,0,0.85,18.8,92,14
14-Dec-15,51.5,28.5,0,0.39,21.4,84.5,21.5
15-Dec-15,41,39,0,0,24.9,79.5,11
16-Dec-15,44,36,0,0.12,22,74.5,18
17-Dec-15,31.5,48.5,0,0,22.3,67,15
18-Dec-15,28,52,0,0,22.5,69,17
19-Dec-15,22.5,57.5,0,0,25.4,64,12.5
20-Dec-15,36.5,43.5,0,0.03,19.2,61.5,18
21-Dec-15,46.5,33.5,0,0.67,21.9,91,13.5
22-Dec-15,38,42,0,0.02,27.1,92.5,12.5
23-Dec-15,49.5,30.5,0,0.49,22.4,83,22
24-Dec-15,38,42,0,0,14.9,77.5,15.5
25-Dec-15,38,42,0,0,13.3,77,8.5
26-Dec-15,39.5,40.5,0,0.21,12.8,86.5,14
27-Dec-15,37.5,42.5,0,0.14,14.9,82,16.5
28-Dec-15,35,45,0,1.47,26.8,84.5,15.5
29-Dec-15,34,46,0,0,23,89,14
30-Dec-15,28,52,0,0.09,22.3,83.5,10
31-Dec-15,25,55,0,0,18.3,72,14.5
1-Jan-16,25,55,0,0,18.4,72.5,16
2-Jan-16,26,54,0,0,19.5,73.5,14
3-Jan-16,25.5,54.5,0,0,18.1,74.5,14.5
4-Jan-16,26.5,53.5,0,0,24.2,68,12.5
5-Jan-16,25,55,0,0,22.3,70,13.5
6-Jan-16,28.5,51.5,0,0,24.1,70,11
7-Jan-16,37.5,42.5,0,0.01,22.3,67.5,9.5
8-Jan-16,39,41,0,0.19,21,88,7
9-Jan-16,31.5,48.5,0,0.27,19.5,92,15
10-Jan-16,12.5,67.5,0,0,18.6,78,19
11-Jan-16,11.5,68.5,0,0.11,28.8,84,15
12-Jan-16,11.5,68.5,0,0.01,22.8,69.5,17.5
13-Jan-16,11.5,68.5,0,0,25.7,77.5,11.5
14-Jan-16,34,46,0,0,18.8,73.5,12.5
15-Jan-16,36.5,43.5,0,0.01,18.6,84,14.5
16-Jan-16,19.5,60.5,0,0,19.8,69,16.5
17-Jan-16,3.5,76.5,0,0,21.3,61.5,18
18-Jan-16,1.5,78.5,0,0,37.8,63.5,15
19-Jan-16,8.5,71.5,0,0,37.7,61,7.5
20-Jan-16,17.5,62.5,0,0.05,28.2,75.5,4.5
21-Jan-16,19,61,0,0,26.3,75,4
22-Jan-16,24.5,55.5,0,0.02,28.4,75.5,11.5
23-Jan-16,26.5,53.5,0,0,25.7,72,7
24-Jan-16,29,51,0,0,20.5,76.5,10
25-Jan-16,32.5,47.5,0,0.13,22.3,78.5,15.5
26-Jan-16,30,50,0,0.02,19.1,74,18.5
27-Jan-16,28.5,51.5,0,0,27,67,18
28-Jan-16,34,46,0,0,26.1,67.5,17
29-Jan-16,27.5,52.5,0,0,26.8,55,11.5
30-Jan-16,40.5,39.5,0,0,21.6,74.5,12
31-Jan-16,40.5,39.5,0,0.02,16.7,92.5,9
1-Feb-16,37.5,42.5,0,0,21.8,75,5
2-Feb-16,35,45,0,0.79,20.5,91,16.5
3-Feb-16,32.5,47.5,0,0.02,19.8,87.5,13.5
4-Feb-16,25.5,54.5,0,0,23.3,64,11
5-Feb-16,29.5,50.5,0,0,27.5,66,8.5
6-Feb-16,32.5,47.5,0,0,23.7,72.5,11
7-Feb-16,37.5,42.5,0,0,17.3,71,14
8-Feb-16,26,54,0,0.02,20.7,83,12
9-Feb-16,17,63,0,0.02,24.5,72.5,15
10-Feb-16,13.5,66.5,0,0,25.2,59,13
11-Feb-16,14,66,0,0,25.9,55,7.5
12-Feb-16,15,65,0,0,24.1,53,18.5
13-Feb-16,9.5,70.5,0,0,24.3,49.5,10.5
14-Feb-16,13.5,66.5,0,0.1,23.7,66.5,11
15-Feb-16,22.5,57.5,0,0.01,34.1,90.5,8.5
16-Feb-16,28.5,51.5,0,0.04,29.7,77.5,7
17-Feb-16,27.5,52.5,0,0,21.6,61.5,6.5
18-Feb-16,32.5,47.5,0,0,21.6,70.5,16
19-Feb-16,51.5,28.5,0,0,26.6,57,29.5
20-Feb-16,47.5,32.5,0,0,15.5,61,14.5
21-Feb-16,35,45,0,0,17.7,76.5,8.5
22-Feb-16,35,45,0,0,22.3,72.5,6.5
23-Feb-16,35.5,44.5,0,0,19.9,70,8.5
24-Feb-16,34,46,0,0.15,19.9,78,23
25-Feb-16,34,46,0,0,32.8,62,18
26-Feb-16,28.5,51.5,0,0,22.9,58.5,10
27-Feb-16,41,39,0,0,19.3,56.5,17
28-Feb-16,49,31,0,0.08,10,66,23
29-Feb-16,40,40,0,0,18.9,66,15
1-Mar-16,24,56,0,0.1,26.2,79.5,17.5
2-Mar-16,21.5,58.5,0,0,25.9,55,7.5
3-Mar-16,30,50,0,0.07,23.1,77.5,7.5
4-Mar-16,29.5,50.5,0,0.07,24.5,68,9
5-Mar-16,34,46,0,0,27.5,81,7.5
6-Mar-16,42.5,37.5,0,0,21.3,68,13
7-Mar-16,53.5,26.5,0,0.03,17.9,66,15
8-Mar-16,64,16,0,0,17.2,65.5,18
9-Mar-16,55.5,24.5,0,0.18,18.8,85.5,13
10-Mar-16,44,36,0,0,21.6,72,6.5
11-Mar-16,44.5,35.5,0,0,22.1,69,6
12-Mar-16,46,34,0,0,23.1,76.5,6
13-Mar-16,45.5,34.5,0,0.66,19.3,88,12
14-Mar-16,49,31,0,0.01,27.8,87,7
15-Mar-16,52,28,0,0.14,19.8,82.5,16.5
16-Mar-16,50.5,29.5,0,0.04,17.4,65.5,25.5
17-Mar-16,48,32,0,0,21.5,51,18.5
18-Mar-16,40.5,39.5,0,0,19.4,63.5,8
19-Mar-16,40.5,39.5,0,0,20.9,67.5,10.5
20-Mar-16,37,43,0,0,20.3,62.5,11
21-Mar-16,38.5,41.5,0,0,22.2,57,9
22-Mar-16,51.5,28.5,0,0,23,56,13.5
23-Mar-16,39,41,0,0.11,20,88,15
24-Mar-16,34.5,45.5,0,1.09,20.3,86,15
25-Mar-16,38,42,0,0,20.3,69,6.5
26-Mar-16,42.5,37.5,0,0,21.3,71,9.5
27-Mar-16,49.5,30.5,0,0.32,17.5,70,10.5
28-Mar-16,44,36,0,0,25.6,66.5,12.5
29-Mar-16,44.5,35.5,0,0,26.8,62,8.5
30-Mar-16,52,28,0,0.13,19.5,72,18
31-Mar-16,55.5,24.5,0,0.39,21.7,79,22.5
1-Apr-16,42,38,0,0.08,23.1,71.5,13
2-Apr-16,33.5,46.5,0,0.02,18.8,57,24
3-Apr-16,48.5,31.5,0,0,12.2,49.5,19.5
4-Apr-16,33.5,46.5,0,0,26.3,69,15
5-Apr-16,34.5,45.5,0,0.02,26,54,11.5
6-Apr-16,45,35,0,0.31,29,81.5,11.5
7-Apr-16,37,43,0,0.06,32.3,69.5,16
8-Apr-16,33.5,46.5,0,0.1,29.4,68,18
9-Apr-16,30,50,0,0,31,51.5,11
10-Apr-16,41.5,38.5,0,0.1,21.1,78,16.5
11-Apr-16,43.5,36.5,0,0,22.1,65.5,14.5
12-Apr-16,38.5,41.5,0,0,27.3,51.5,10
13-Apr-16,45,35,0,0,27.5,52.5,10.5
14-Apr-16,49,31,0,0,24.6,53,10
15-Apr-16,55,25,0,0,41.7,48,9.5
16-Apr-16,58.5,21.5,0,0,47.6,53.5,7.5
17-Apr-16,62,18,0,0,56.3,50,9
18-Apr-16,66,14,0,0,41.2,47.5,7.5
19-Apr-16,51.5,28.5,0,0,29.8,71,14
20-Apr-16,61,19,0,0.48,32.9,65.5,12
21-Apr-16,60,20,0,0.01,35.5,68.5,15
22-Apr-16,47.5,32.5,0,0,26,77,15
23-Apr-16,49,31,0,0,22.4,68.5,8.5
24-Apr-16,59.5,20.5,0,0,22.3,63,9
25-Apr-16,70.5,9.5,0,0.08,21.2,58,16
26-Apr-16,55,25,0,0,22.5,84,15
27-Apr-16,45,35,0,0.47,22,79.5,14.5
28-Apr-16,46,34,0,0.45,29.2,87,14.5
29-Apr-16,46,34,0,0.01,30.9,83,11
30-Apr-16,45.5,34.5,0,0.61,24.3,85.5,15
1-May-16,45.5,34.5,0,0.51,24.4,93,8.5
2-May-16,50.5,29.5,0,0,27.5,65,9
3-May-16,53.5,26.5,0,0,23.6,56.5,9
4-May-16,49.5,30.5,0,0.4,22.1,71,17
5-May-16,51,29,0,0,23.4,60,11
6-May-16,62,18,0,0,22.5,55.5,8
7-May-16,57,23,0,0.02,18.7,50.5,16
8-May-16,56,24,0,0,17.4,46,7
9-May-16,54,26,0,0.59,19.5,80.5,14.5
10-May-16,57,23,0,0.79,22.4,95,10.5
11-May-16,60,20,0,0.19,29,86.5,6.5
12-May-16,61.5,18.5,0,0.48,22.1,76,11.5
13-May-16,54.5,25.5,0,0.68,19.7,71,14.5
14-May-16,44,36,0,0,17.6,66,15.5
15-May-16,45,35,0,0,17.7,57,13
16-May-16,58,22,0,0,22,46.5,15.5
17-May-16,50.5,29.5,0,0,25.1,56,12
18-May-16,53,27,0,0,19.6,59.5,7.5
19-May-16,54,26,0,0,21.6,53.5,7
20-May-16,56,24,0,0,21.7,59,7.5
21-May-16,64,16,0,0,20,38,10.5
22-May-16,65,15,0,0,16.9,48.5,9.5
23-May-16,64.5,15.5,0,0,18.9,55.5,9
24-May-16,73,7,0,0,26.5,45.5,11
25-May-16,75,5,0,0.95,23.9,72,18
26-May-16,72.5,7.5,0,0,26.5,72,8
27-May-16,73.5,6.5,0,0.13,23.1,73.5,17
28-May-16,72.5,7.5,0,0.13,20.1,76.5,15
29-May-16,71,9,0,0,20.7,69,13.5
30-May-16,75,5,0,0,21.3,53.5,8
31-May-16,73,7,0,0.56,32.8,64.5,14.5
1-Jun-16,70.5,9.5,0,0.42,40.4,71.5,7
2-Jun-16,68,12,0,0,37.2,62,8.5
3-Jun-16,69.5,10.5,0,0,32.9,64,6
4-Jun-16,67,13,0,0.41,22.6,75,7.5
5-Jun-16,70,10,0,0.05,20.4,65,11.5
6-Jun-16,70.5,9.5,0,0,24.3,62.5,15
7-Jun-16,59,21,0,0,19.8,64,10.5
8-Jun-16,61,19,0,0,18.7,65,10
9-Jun-16,62.5,17.5,0,0.21,19.6,74.5,7.5
10-Jun-16,76.5,3.5,0,0.1,24,69,11
11-Jun-16,81,0,1,0,35,57,11
12-Jun-16,69,11,0,0,17.4,48.5,15
13-Jun-16,70,10,0,0.02,18.8,59,7.5
14-Jun-16,75.5,4.5,0,0,23.2,66.5,11.5
15-Jun-16,79,1,0,0.3,34.8,70.5,14
16-Jun-16,70,10,0,0,28.3,71,14.5
17-Jun-16,73,7,0,0,28.2,59.5,10
18-Jun-16,72.5,7.5,0,0,25.6,49.5,8
19-Jun-16,75.5,4.5,0,0,24.5,53.5,8.5
20-Jun-16,81.5,0,1.5,0,25,52.5,15.5
21-Jun-16,74,6,0,0,23.2,47.5,12.5
22-Jun-16,71.5,8.5,0,1.31,22.1,76.5,18
23-Jun-16,71,9,0,0,24.9,83.5,8
24-Jun-16,72,8,0,0,30.5,63,10
25-Jun-16,77,3,0,0,31.8,68.5,11
26-Jun-16,81,0,1,0.03,29,60.5,8.5
27-Jun-16,79.5,0.5,0,0,28.6,56.5,14.5
28-Jun-16,64,16,0,0,25.4,54.5,12.5
29-Jun-16,68,12,0,0,26.5,59.5,7
30-Jun-16,67.5,12.5,0,0,22.7,59,8.5
1-Jul-16,65.5,14.5,0,0,20.4,70.5,10
2-Jul-16,65,15,0,0,18.1,58,8.5
3-Jul-16,66,14,0,0,14.8,62,9
4-Jul-16,72.5,7.5,0,0,12.9,72.5,6.5
5-Jul-16,76.5,3.5,0,0,31.8,72,7
6-Jul-16,77.5,2.5,0,0.87,31.6,71.5,21.5
7-Jul-16,77,3,0,1.05,27.2,77.5,9
8-Jul-16,77,3,0,0,24.3,68.5,12.5
9-Jul-16,72,8,0,0,22.3,65.5,9
10-Jul-16,71,9,0,0,28.8,62,8
11-Jul-16,79.5,0.5,0,0,39,66.5,14
12-Jul-16,81,0,1,0,29.5,66.5,12.5
13-Jul-16,76,4,0,0.06,29.6,81,13
14-Jul-16,77.5,2.5,0,0,29.2,64,18.5
15-Jul-16,67.5,12.5,0,0.14,24.7,73.5,7.5
16-Jul-16,67,13,0,0,23.6,66.5,7.5
17-Jul-16,72,8,0,0.25,25.4,71.5,14.5
18-Jul-16,79.5,0.5,0,0,27.5,64.5,6.5
19-Jul-16,79.5,0.5,0,0,33.2,63.5,7
20-Jul-16,78.5,1.5,0,0,28.4,70.5,6.5
21-Jul-16,81.5,0,1.5,1.03,20.4,76.5,14
22-Jul-16,81,0,1,0.01,22.8,76,14
23-Jul-16,80.5,0,0.5,1.11,27.2,76,16
24-Jul-16,82,0,2,0.94,25.4,78.5,16.5
25-Jul-16,80.5,0,0.5,0,32,62.5,7
26-Jul-16,78.5,1.5,0,0,30.8,63.5,6
27-Jul-16,78.5,1.5,0,0,36.4,62,7
28-Jul-16,77,3,0,0.66,30.6,79,8.5
29-Jul-16,75.5,4.5,0,0.11,27.2,83,10.5
30-Jul-16,73,7,0,0,25.8,77,8
31-Jul-16,73,7,0,0,33.7,73.5,8.5
1-Aug-16,74.5,5.5,0,0,32.7,73.5,7.5
2-Aug-16,77,3,0,0,29.6,68,7
3-Aug-16,79.5,0.5,0,0,28.4,65,7
4-Aug-16,80.5,0,0.5,0.02,34.2,65.5,13
5-Aug-16,79,1,0,0,26.5,65.5,8
6-Aug-16,75,5,0,0,24.6,60.5,7
7-Aug-16,72.5,7.5,0,0,24.7,63,7.5
8-Aug-16,78,2,0,0,31.2,58,11
9-Aug-16,77.5,2.5,0,0,36,59,6
10-Aug-16,79,1,0,0,40.7,66,7.5
11-Aug-16,82.5,0,2.5,0,47.1,69,13
12-Aug-16,78.5,1.5,0,0.96,29.4,85,8.5
13-Aug-16,78,2,0,0,28.2,77.5,12
14-Aug-16,76,4,0,0,25.2,67.5,6.5
15-Aug-16,72.5,7.5,0,0,25.1,80,10
16-Aug-16,79.5,0.5,0,0.02,30.5,66,6.5
17-Aug-16,79,1,0,0.05,32.5,68,8.5
18-Aug-16,77.5,2.5,0,0.75,35.3,77,11
19-Aug-16,75,5,0,0.07,26.6,71,14.5
20-Aug-16,71.5,8.5,0,0.47,25.6,77.5,17
21-Aug-16,67,13,0,0,19.4,67,12.5
22-Aug-16,67,13,0,0,23.7,63,7
23-Aug-16,70.5,9.5,0,0,21.8,70.5,13
24-Aug-16,77,3,0,0.23,28.6,79,14.5
25-Aug-16,76,4,0,0.09,52.5,72,6.5
26-Aug-16,73.5,6.5,0,0.14,37.2,67.5,7
27-Aug-16,75.5,4.5,0,0.84,24.5,82.5,7.5
28-Aug-16,77,3,0,0,27.3,78,7.5
29-Aug-16,78,2,0,0.43,29.5,77,8.5
30-Aug-16,77,3,0,0.19,30.2,79.5,12.5
31-Aug-16,69.5,10.5,0,0,30.1,66.5,13
1-Sep-16,67.5,12.5,0,0,25.2,68.5,15.5
2-Sep-16,68,12,0,0,20.7,65,10
3-Sep-16,66,14,0,0,18.2,69.5,6.5
4-Sep-16,69.5,10.5,0,0,18.7,67.5,8.5
5-Sep-16,74.5,5.5,0,0,20,70,14
6-Sep-16,83,0,3,0,49.6,69.5,13.5
7-Sep-16,81.5,0,1.5,0.39,34.7,70,17
8-Sep-16,76,4,0,0.05,27.9,77.5,11
9-Sep-16,72,8,0,0,26.6,75,9
10-Sep-16,66,14,0,0.01,30,71,15
11-Sep-16,63.5,16.5,0,0,24.3,64.5,6.5
12-Sep-16,66.5,13.5,0,0,35.2,62.5,12
13-Sep-16,75,5,0,0,33,67,10.5
14-Sep-16,69,11,0,0.09,26.8,69.5,9.5
15-Sep-16,69,11,0,0,28.5,68.5,8
16-Sep-16,74,6,0,0.01,49.1,68.5,15.5
17-Sep-16,72,8,0,0.04,29.8,62,11
18-Sep-16,69,11,0,0,36.4,64.5,4.5
19-Sep-16,72,8,0,0,36.1,52.5,10
20-Sep-16,74.5,5.5,0,0,33,59.5,8
21-Sep-16,69.5,10.5,0,0.55,25.2,83,15
22-Sep-16,72.5,7.5,0,0,36.4,75.5,6.5
23-Sep-16,70,10,0,0,64.4,81.5,11.5
24-Sep-16,70,10,0,0,26.9,77.5,9.5
25-Sep-16,74,6,0,0.01,32.8,74,11.5
26-Sep-16,62.5,17.5,0,0,25.6,48.5,18
27-Sep-16,60.5,19.5,0,0,23,49,17.5
28-Sep-16,55,25,0,0.31,22.3,71.5,16
29-Sep-16,62,18,0,0.2,20.9,84,16.5
30-Sep-16,62,18,0,0.1,22.6,87,13
1-Oct-16,60.5,19.5,0,0.94,24.7,92,9.5
2-Oct-16,60.5,19.5,0,0.03,21.9,86.5,6
3-Oct-16,62,18,0,0,31.5,78,4.5
4-Oct-16,67.5,12.5,0,0,28.1,69.5,10
5-Oct-16,69.5,10.5,0,0,40.2,63,10
6-Oct-16,66,14,0,0.25,34.5,86.5,7.5
7-Oct-16,58.5,21.5,0,0,24.3,71,13.5
8-Oct-16,52.5,27.5,0,0,24.9,61.5,9
9-Oct-16,55,25,0,0,23.1,70,8
10-Oct-16,58,22,0,0,32.1,72,6
11-Oct-16,63.5,16.5,0,0,32.1,63.5,14.5
12-Oct-16,57,23,0,0.14,29.7,71.5,16.5
13-Oct-16,47.5,32.5,0,0,31,63.5,7.5
14-Oct-16,52,28,0,0,26.9,68,9
15-Oct-16,61.5,18.5,0,0,29.7,83,16
16-Oct-16,68.5,11.5,0,0.29,24.3,84.5,11
17-Oct-16,74.5,5.5,0,0,26.7,72,20
18-Oct-16,65.5,14.5,0,0,26.2,59.5,15
19-Oct-16,60,20,0,0.02,28.3,60.5,7
20-Oct-16,50.5,29.5,0,0,30,74.5,13.5
21-Oct-16,45.5,34.5,0,0,25.9,60,13.5
22-Oct-16,48.5,31.5,0,0,24.5,61.5,7.5
23-Oct-16,57,23,0,0,23.2,63,12.5
24-Oct-16,49,31,0,0,31.6,65,9
25-Oct-16,45,35,0,0,27.5,68,8.5
26-Oct-16,48,32,0,1.6,25.4,80.5,15
27-Oct-16,46.5,33.5,0,0,29.9,83,9
28-Oct-16,51.5,28.5,0,0,25.3,85.5,12
29-Oct-16,63.5,16.5,0,0,27.8,81.5,12.5
30-Oct-16,48.5,31.5,0,0.5,23.4,82,12.5
31-Oct-16,49.5,30.5,0,0,32,77,8
1-Nov-16,68,12,0,0,31.5,68.5,10.5
2-Nov-16,60,20,0,0.18,25.5,87.5,9
3-Nov-16,57.5,22.5,0,0,24.9,72.5,6.5
4-Nov-16,51.5,28.5,0,0,24.2,72,6
5-Nov-16,55.5,24.5,0,0,22.1,70.5,9
6-Nov-16,55.5,24.5,0,0,21.7,72,4.5
7-Nov-16,54,26,0,0,24.5,69.5,6.5
8-Nov-16,56,24,0,0.03,23.5,64.5,13
9-Nov-16,49.5,30.5,0,0,24.2,57.5,8
10-Nov-16,52,28,0,0,21.2,54.5,15.5
11-Nov-16,44.5,35.5,0,0,21.6,62.5,15.5
12-Nov-16,41.5,38.5,0,0,25,68.5,9.5
13-Nov-16,45.5,34.5,0,0,21.6,55,12.5
14-Nov-16,50.5,29.5,0,0,27.7,72.5,7.5
15-Nov-16,46,34,0,0,30.1,85.5,4.5
16-Nov-16,49.5,30.5,0,0,23.8,77.5,6
17-Nov-16,58,22,0,0,16.4,69.5,15
18-Nov-16,52.5,27.5,0,0.2,16.4,68,21.5
19-Nov-16,33.5,46.5,0,0.01,20.2,61,20
20-Nov-16,29,51,0,0,23.9,57.5,13.5
21-Nov-16,31.5,48.5,0,0,26.1,57.5,5
22-Nov-16,33,47,0,0.02,26.5,73.5,8.5
23-Nov-16,40.5,39.5,0,0.21,23.4,85,10.5
24-Nov-16,39,41,0,0,20.8,84,10.5
25-Nov-16,36.5,43.5,0,0,22.7,81,10
26-Nov-16,39.5,40.5,0,0,22.1,75,7.5
27-Nov-16,38,42,0,0.05,23.7,88,13.5
28-Nov-16,46,34,0,0.99,26.5,91.5,19
29-Nov-16,50.5,29.5,0,0,27.5,68.5,15
30-Nov-16,39.5,40.5,0,0,24.2,81,10.5
1-Dec-16,38,42,0,0,28.2,79,15.5
2-Dec-16,37,43,0,0,32.3,70.5,12
3-Dec-16,31.5,48.5,0,0,28.3,74,7
4-Dec-16,30,50,0,0.5,25.2,86,7.5
5-Dec-16,32.5,47.5,0,0,26.4,90.5,13
6-Dec-16,33,47,0,0,29.1,84.5,11
7-Dec-16,24.5,55.5,0,0,21.4,71.5,20.5
8-Dec-16,20.5,59.5,0,0.01,25.8,69.5,18
9-Dec-16,21.5,58.5,0,0,43.8,72,10
10-Dec-16,20.5,59.5,0,0.12,31.9,78.5,7
11-Dec-16,28,52,0,0.44,25.2,90.5,11
12-Dec-16,19.5,60.5,0,0,29.4,82.5,11.5
13-Dec-16,12,68,0,0,29.9,71.5,11
14-Dec-16,11,69,0,0,26.6,65,16.5
15-Dec-16,3.5,76.5,0,0,40,70.5,12.5
16-Dec-16,13.5,66.5,0,0.13,43,74,10.5
17-Dec-16,20,60,0,0.12,28.1,82.5,14
18-Dec-16,5.5,74.5,0,0.03,26.4,72,17
19-Dec-16,1,79,0,0,37.4,62.5,13
20-Dec-16,21,59,0,0,29.3,63,19
21-Dec-16,27.5,52.5,0,0,27.7,73.5,8.5
22-Dec-16,30.5,49.5,0,0,25.9,70,9.5
23-Dec-16,31,49,0,0.1,25.5,85.5,9.5
24-Dec-16,35.5,44.5,0,0,24,88,7
25-Dec-16,35.5,44.5,0,0.09,20.7,94.5,14
26-Dec-16,41,39,0,0.23,20.1,71,21.5
27-Dec-16,23.5,56.5,0,0,22.5,75.5,13
28-Dec-16,32,48,0,0,28.3,70.5,17
